"A","B","share_2x2","obs","est"
"Centaurea_nigra","Lotus_corniculatus",84,1.37339095628398,1.24841429487542
"Centaurea_nigra","Lotus_uliginosus",41,1.34373474670109,0.968214462072964
"Centaurea_nigra","Luzula_campestris",56,1.32085045286751,0.698885773680814
"Centaurea_nigra","Plantago_lanceolata",56,1.95036449940469,1.08469027477547
"Centaurea_nigra","Poa_trivialis",47,-0.646627164925052,-0.25573170295887
"Centaurea_nigra","Potentilla_reptans",31,1.34707364796661,0.688736292599075
"Centaurea_nigra","Prunella_vulgaris",46,0.683873543774616,0.400861726681225
"Centaurea_nigra","Ranunculus_repens",73,0.339507140316367,0.545672570392617
"Centaurea_nigra","Rumex_acetosa",72,0.850776124763528,0.852382029713716
"Centaurea_nigra","Stellaria_graminea",53,1.00017221585486,0.752869316958919
"Centaurea_nigra","Taraxacum_officinale",26,-0.26778433193683,-0.0421969037078819
"Centaurea_nigra","Trifolium_pratense",38,0.0377403279828471,0.0164814579919914
"Centaurea_nigra","Trifolium_repens",63,-0.84037741754263,-0.420626490305323
"Centaurea_nigra","Veronica_chamaedrys",26,0.273153971888871,0.0112222765369607
"Cerastium_fontanum","Cirsium_arvense",72,0.583146285345617,0.319316427700878
"Cerastium_fontanum","Cirsium_palustre",46,0.22314355131421,0.584673662022782
"Cerastium_fontanum","Cynosurus_cristatus",49,-0.0281708769666963,0.48977475109058
"Cerastium_fontanum","Dactylis_glomerata",66,-0.126441098399498,-0.374927337375047
"Cerastium_fontanum","Eurhynchium_praelongum",25,0.100541229221877,0.540478899225084
"Cerastium_fontanum","Festuca_rubra",93,0.921405832540925,0.420061427969451
"Cerastium_fontanum","Geranium_dissectum",32,0.0720533176400576,0.699886435840196
"Cerastium_fontanum","Holcus_lanatus",227,NA,NA
"Cerastium_fontanum","Hypochaeris_radicata",30,0.780158557549575,1.24746181243777
"Cerastium_fontanum","Juncus_conglomeratus",23,-0.310938934616048,0.361648823965198
"Cerastium_fontanum","Juncus_effusus",23,-0.227962837750159,0.2567496400851
"Cerastium_fontanum","Lathyrus_pratensis",48,-0.241162056816888,-0.0618960464050613
"Cerastium_fontanum","Leucanthemum_vulgare",26,0.405465108108164,1.06512659192865
"Cerastium_fontanum","Lolium_perenne",113,0.815749502652278,0.241453784898323
"Cerastium_fontanum","Lotus_corniculatus",109,0.6458942957094,-0.179250442135071
"Cerastium_fontanum","Luzula_campestris",54,0.836248024200619,0.76167881454898
"Cerastium_fontanum","Phleum_pratense",60,0.421213465076303,0.276782846303912
"Cerastium_fontanum","Plantago_lanceolata",38,-0.227962837750159,0.2567496400851
"Cerastium_fontanum","Poa_trivialis",115,0.164621979694554,-0.43088733888261
"Cerastium_fontanum","Potentilla_reptans",38,0.454945165371534,0.658656596515031
"Cerastium_fontanum","Prunella_vulgaris",78,0.187211542088146,0.0477477202312975
"Cerastium_fontanum","Ranunculus_acris",161,0.650587566141149,-0.346328047472588
"Cerastium_fontanum","Ranunculus_bulbosus",21,-0.262902043453294,0.517488054010069
"Cerastium_fontanum","Ranunculus_repens",182,1.14306405123894,0.101420675281919
"Cerastium_fontanum","Rumex_acetosa",132,-1.17865499634165,-1.79362229612592
"Cerastium_fontanum","Stellaria_graminea",95,0.591567387742025,0.0230098489312606
"Cerastium_fontanum","Taraxacum_officinale",90,1.23214368129263,0.535045022593971
"Cerastium_fontanum","Trifolium_pratense",72,1.04982212449868,0.815828440866174
"Cerastium_fontanum","Trifolium_repens",186,1.68581089121867,0.591486790479507
"Cerastium_fontanum","Veronica_chamaedrys",35,0.780158557549575,1.24746181243777
"Cirsium_arvense","Dactylis_glomerata",41,-0.0540672212702758,-0.0718451619954374
"Cirsium_arvense","Festuca_rubra",52,-0.0540672212702758,-0.0718451619954374
"Cirsium_arvense","Holcus_lanatus",126,NA,NA
"Cirsium_arvense","Lathyrus_pratensis",32,0.364643113587909,0.211718999562958
"Cirsium_arvense","Lolium_perenne",63,0.307484699747961,0.119096245710264
"Cirsium_arvense","Lotus_corniculatus",53,-0.189620859275566,-0.243348993945628
"Cirsium_arvense","Lotus_uliginosus",22,-1.09861228866811,-0.727650268859505
"Cirsium_arvense","Luzula_campestris",21,-0.934803430616444,-0.48288739380371
"Cirsium_arvense","Phleum_pratense",44,1.05444107035497,0.558117747344577
"Cirsium_arvense","Poa_trivialis",65,0.872615668371494,0.474298042190306
"Cirsium_arvense","Prunella_vulgaris",31,-0.633427945858323,-0.351191173952939
"Cirsium_arvense","Ranunculus_acris",87,-0.337553902491954,-0.429017491470015
"Cirsium_arvense","Ranunculus_repens",102,1.60640300873895,1.22072150325029
"Cirsium_arvense","Rumex_acetosa",69,-0.706219262127298,-0.632213180615359
"Cirsium_arvense","Stellaria_graminea",59,0.297251523467932,0.109876388940556
"Cirsium_arvense","Taraxacum_officinale",57,-0.00696866931609332,-0.0658702583422497
"Cirsium_arvense","Trifolium_pratense",41,0.140905453077238,0.0758458766261921
"Cirsium_arvense","Trifolium_repens",89,1.03407376753054,0.687516122675297
"Cirsium_palustre","Holcus_lanatus",69,NA,NA
"Cirsium_palustre","Juncus_acutiflorus",21,1.38252787832441,0.636784917007274
"Cirsium_palustre","Lotus_corniculatus",37,0.182321556793955,0.507028676907164
"Cirsium_palustre","Lotus_uliginosus",30,1.89122026275869,1.55107611085481
"Cirsium_palustre","Poa_trivialis",27,0.415747975063748,0.580371987253772
"Cirsium_palustre","Prunella_vulgaris",32,1.16575159150574,0.753035316956362
"Cirsium_palustre","Ranunculus_acris",44,-0.238411023444998,0.278417309109296
"Cirsium_palustre","Ranunculus_repens",58,-0.56531380905006,-0.00467686322959061
"Cirsium_palustre","Rumex_acetosa",32,-0.589468751085104,-0.055926892996044
"Cirsium_palustre","Stellaria_graminea",31,0.797191040333025,0.755208959357339
"Cirsium_palustre","Taraxacum_officinale",28,0.346041687637364,0.433650637000407
"Cirsium_palustre","Trifolium_repens",50,-0.853489830635125,-0.244499540758494
"Cynosurus_cristatus","Festuca_rubra",30,0.130678323642116,0.263878352287367
"Cynosurus_cristatus","Holcus_lanatus",69,NA,NA
"Cynosurus_cristatus","Lolium_perenne",40,0.366383758065693,0.492939652641123
"Cynosurus_cristatus","Lotus_corniculatus",45,0.291351801340743,0.690188528025284
"Cynosurus_cristatus","Lotus_uliginosus",23,0.8754687373539,0.872418209459664
"Cynosurus_cristatus","Luzula_campestris",22,0.395123754313432,0.166501859458808
"Cynosurus_cristatus","Plantago_lanceolata",25,0.775772200836954,0.22725252022592
"Cynosurus_cristatus","Poa_trivialis",36,0.796004565999653,0.953052387661497
"Cynosurus_cristatus","Prunella_vulgaris",30,0.816292159357714,0.575061554148319
"Cynosurus_cristatus","Ranunculus_repens",47,-0.276253376628158,0.354180462849439
"Cynosurus_cristatus","Rumex_acetosa",40,0.191891007810105,0.630576238347621
"Cynosurus_cristatus","Stellaria_graminea",25,0.506052345013333,0.629240051437712
"Cynosurus_cristatus","Trifolium_pratense",42,1.32395123054576,0.832088550117535
"Cynosurus_cristatus","Trifolium_repens",55,0.182321556793955,0.695518863491738
"Dactylis_glomerata","Festuca_rubra",76,1.43118968102778,0.731327774434305
"Dactylis_glomerata","Geranium_dissectum",26,0.777028664540647,0.777541702048438
"Dactylis_glomerata","Holcus_lanatus",125,NA,NA
"Dactylis_glomerata","Lathyrus_pratensis",57,0.846798235095771,0.51959604104711
"Dactylis_glomerata","Lolium_perenne",57,0.114410351177744,-0.0665671818943975
"Dactylis_glomerata","Lotus_corniculatus",60,0.154150679827258,-0.140371160245424
"Dactylis_glomerata","Lotus_uliginosus",23,-0.944461608840851,-0.738271185552492
"Dactylis_glomerata","Luzula_campestris",42,0.24747565197374,0.178975365726386
"Dactylis_glomerata","Phleum_pratense",41,0.109199291964992,0.0457271959161101
"Dactylis_glomerata","Plantago_lanceolata",32,0.382571288242312,0.390072363050567
"Dactylis_glomerata","Poa_trivialis",70,0.0528634895570678,-0.163681930565421
"Dactylis_glomerata","Potentilla_reptans",34,0.545227050483323,0.427965092557658
"Dactylis_glomerata","Prunella_vulgaris",32,-0.715335095535307,-0.432015094021037
"Dactylis_glomerata","Ranunculus_acris",85,-0.0327898228229908,-0.357176164066179
"Dactylis_glomerata","Ranunculus_repens",84,-0.235314086934465,-0.519289696598249
"Dactylis_glomerata","Rumex_acetosa",92,1.93939546803412,1.18218160002371
"Dactylis_glomerata","Stellaria_graminea",61,0.50125617274984,0.150914977322146
"Dactylis_glomerata","Taraxacum_officinale",58,-0.0170527883827194,-0.15414812892047
"Dactylis_glomerata","Trifolium_pratense",31,-0.0363676441708748,-0.0152088755132604
"Dactylis_glomerata","Trifolium_repens",78,-1.26851132546351,-1.34613071896717
"Dactylis_glomerata","Veronica_chamaedrys",26,0.369097463937289,0.456658830648284
"Dactylorhiza_fuchsii","Holcus_lanatus",28,NA,NA
"Dactylorhiza_fuchsii","Prunella_vulgaris",24,2.3538783873816,2.11271042901227
"Dactylorhiza_fuchsii","Ranunculus_repens",24,0.133531392624523,1.12200833075275
"Eurhynchium_praelongum","Holcus_lanatus",43,NA,NA
"Eurhynchium_praelongum","Ranunculus_repens",34,1.34855403313704,1.73616050227606
"Eurhynchium_praelongum","Rumex_acetosa",26,-0.0523258190017398,0.391747239286015
"Eurhynchium_praelongum","Taraxacum_officinale",22,0.724695538294871,0.724196118835884
"Eurhynchium_praelongum","Trifolium_repens",32,0.306374205463933,0.742096701311043
"Festuca_pratensis","Holcus_lanatus",31,NA,NA
"Festuca_rubra","Geranium_dissectum",22,-0.628608659422374,-0.202945718506052
"Festuca_rubra","Holcus_lanatus",162,NA,NA
"Festuca_rubra","Hypochaeris_radicata",32,1.29435686579421,1.12604026619894
"Festuca_rubra","Lathyrus_pratensis",61,0.64250344774119,0.401496773618187
"Festuca_rubra","Leucanthemum_vulgare",24,0.481564451646812,0.606612993291581
"Festuca_rubra","Lolium_perenne",77,0.534297979951133,0.181726229427368
"Festuca_rubra","Lotus_corniculatus",108,0.749054812498241,0.285287389957217
"Festuca_rubra","Lotus_uliginosus",35,-0.696816909448908,-0.576438692534953
"Festuca_rubra","Luzula_campestris",80,2.02228312783989,1.26532799041096
"Festuca_rubra","Phleum_pratense",46,0.109199291964992,0.0457271959161101
"Festuca_rubra","Plantago_lanceolata",43,0.15492258260584,0.248183255902336
